name,count,type,is_ambiguous
bastet_(p&d),325,character,False
bat,24,deprecated,True
bat_(animal),11771,general,False
bat_(symbol),282,general,False
bat_ears,1970,general,False
bat_girl,1025,general,False
bat_hair_ornament,2690,general,False
bat_print,4465,general,False
bat_tail,94,general,False
bat_tattoo,267,general,False
bat_wings,51629,general,False
batako_(batakoart),204,artist,False
batgirl,315,character,True
bath,18295,general,False
bath_stool,1074,general,False
bath_yukata,678,general,False
bathhouse,1157,general,False
bathing,13580,general,False
bathroom,20556,general,False
bathtub,10179,general,False
batm_andrew,42,artist,False
battery,345,general,False
battery_indicator,1216,general,False
battle,11393,general,False
battle_academia_(league_of_legends),16,general,False
battle_academia_caitlyn,8,character,False
battle_academia_ezreal,14,character,False
battle_academia_lux,33,character,False
battle_academia_yone,1,general,False
battle_axe,1481,general,False
battle_damage,404,general,False
battle_girl_high_school,460,copyright,False
battle_spirits,1207,copyright,False
battle_spirits:_sword_eyes,75,copyright,False
battle_standard,115,general,False
battroid,21,general,False
baymax,324,character,False
bazooka_(gundam),117,general,False
bbc,37,deprecated,False
bbizim03,12,artist,False
bcoca,24,artist,False
bdsm,135565,general,False
be_my_guest_(vocaloid),3,general,False
be_syake,15,artist,False
bea_(pokemon),3888,character,False
bea_(pokemon)_(cosplay),46,general,False
beach,91381,general,False
beach_chair,2082,general,False
beach_mat,610,general,False
beach_towel,3062,general,False
beach_umbrella,6394,general,False
beachball,13534,general,False
bead_anklet,177,general,False
bead_bracelet,6936,general,False
bead_necklace,7135,general,False
beads,25864,general,False
beagle_(arknights),96,character,False
beak,3969,general,False
beak_hold,80,general,False
beam_cannon,171,general,False
beam_rifle,2035,general,False
beamed_eighth_notes,1933,general,False
bean_bag,166,general,False
beanie,17484,general,False
bear,5449,general,False
bear_bag,78,general,False
bear_ears,6785,general,False
bear_girl,1138,general,False
bear_hair_ornament,2241,general,False
bear_paws,341,general,False
beard,38670,general,False
beard_stubble,603,general,False
bearhug,324,general,False
beast_city,0,copyright,False
beast_master_(disgaea),35,character,False
beatrice_(re:zero),932,character,False
beatus_creation,43,copyright,False
beautifly,218,character,False
beauty_mark,359,general,False
bebe-tan,37,character,False
bebe_0620,50,artist,False
bebseo,41,artist,False
beckoning,1913,general,False
bed,187598,general,False
bed_sheet,90418,general,False
bedman,56,character,False
bedroom,18329,general,False
bee,1098,general,False
bee_(deadflow),987,artist,False
bee_costume,260,general,False
bee_girl,953,general,False
bee_wings,137,general,False
beebz_(demon_turf),8,character,False
beelstarmon,610,character,False
beer,8199,general,False
beer_bottle,676,general,False
beer_can,3507,general,False
beer_mug,5517,general,False
before_and_after,2281,general,False
behind_another,1421,general,False
beizi_(mskk_is_rio),5,general,False
bekki_(vtuber),13,character,False
belfraw_martini,135,character,False
bell,98093,general,False
bell_collar,217,general,False
bell_cranel,478,character,False
bell_ornament,6,general,False
bell_pepper,320,general,False
belle_(zenless_zone_zero),15,character,False
bellflower,180,general,False
bellhenge,340,artist,False
bellona_(azur_lane),68,character,False
bellossom,241,character,False
belly,19998,general,False
belly_chain,2311,general,False
belly_grab,1467,general,False
belly_piercing,479,general,False
belly_punch,143,general,False
belly_rub,196,general,False
bellybutton,865619,general,True
belorta_(nikke),31,character,False
belt,263613,general,False
belt_boots,852,general,False
belt_bow,106,general,False
belt_bra,2134,general,False
belt_buckle,20124,general,False
belt_choker,12,deprecated,False
belt_collar,5778,general,False
belt_feed,14,general,False
belt_pouch,7661,general,False
beluza,3,artist,False
bemmon,15,character,False
ben_10,835,copyright,False
bench,14170,general,False
bendy_straw,1407,general,False
benghuai_xueyuan,942,copyright,False
bengus,248,artist,False
benjamin_1kt,4,general,False
benjomushi,35,artist,False
bennett_(genshin_impact),538,character,False
bent_over,96086,general,False
bent_over_backwards,1,general,False
bent_v,47,general,False
bentley,20,copyright,False
bento,2846,general,False
beret,75278,general,False
beretta_1301,46,general,False
beretta_ar70/90,51,general,False
beritabo,253,artist,False
bernadetta_von_varley,1284,character,False
berry,1512,general,True
berry_(pokemon),834,general,False
berry_(sorb3t),2,general,False
berserker_r,129,artist,False
berserkert,220,artist,False
beruzumi-m,384,artist,False
besidoesart,31,artist,False
besmiled,250,artist,False
bespectacled,18767,general,False
bestiality,20174,general,True
between_breasts,49021,general,False
between_fingers,5713,general,False
between_legs,30794,general,False
between_pecs,531,general,False
between_pectorals,688,general,False
between_thighs,2520,general,False
bhima_(fate),88,character,False
bhima_(second_ascension)_(fate),17,character,False
bhima_(third_ascension)_(fate),4,general,False
bianca_(dq5),1660,character,False
bianca_(pokemon),1898,character,False
bianca_(pokemon_heroes),180,character,False
bianca_(punishing:_gray_raven),150,character,False
bibi_(tokoyami_towa),1018,character,False
bibian_(player),2,general,False
bible_black,1518,copyright,False
bible_black_gaiden,170,copyright,False
biceps,6893,general,False
bicorn_(creature),1,general,False
bicorne,1102,general,False
bicycle,5823,general,False
bidul_(bidul72476120),1,artist,False
bifizu's_gold,17,artist,False
big_ass,1092,deprecated,True
big_belly,3177,general,False
big_breasts,204,deprecated,False
big_forehead,20,general,False
big_hair,8967,general,False
big_hat,2469,general,False
big_hero_6,1274,copyright,False
big_man_(splatoon),222,character,False
big_nose,889,general,False
big_pecs,15,general,False
big_penis,241,deprecated,False
big_sister_(seojh1029),33,character,False
bigrbear,795,artist,False
bike_shorts,49615,general,False
bike_shorts_pull,815,general,False
bike_shorts_under_shorts,812,general,False
bike_shorts_under_skirt,2304,general,False
biker_clothes,2138,general,False
bikesuit,1563,general,False
bikini,481166,general,False
bikini_armor,10292,general,False
bikini_bottom,7607,deprecated,False
bikini_bottom_around_leg,58,general,False
bikini_bottom_aside,7154,general,False
bikini_bottom_only,9087,general,False
bikini_bottom_pull,375,general,False
bikini_bottom_removed,806,general,False
bikini_down,7272,general,False
bikini_pull,9671,general,False
bikini_removed,728,general,False
bikini_shorts,962,general,False
bikini_skirt,11532,general,False
bikini_tan,4933,general,False
bikini_top_lift,5307,general,False
bikini_top_on_head,2,general,False
bikini_top_only,41024,general,False
bikini_top_pull,98,general,False
bikini_top_removed,1816,general,False
bikini_tug,475,general,False
bikini_under_clothes,13739,general,False
bikini_under_shorts,79,general,False
bilibilida,92,artist,False
billiard_ball,389,general,False
billiards,356,general,False
billy_kid,12,character,False
billy_the_kid_(fate),218,character,False
bindle,46,general,False
binkyrex2,5,general,False
binoculars,3341,general,False
bintaptyo,17,general,False
binxngchng1,51,artist,False
biometal,1,general,False
bird,79627,general,False
bird_boy,487,general,False
bird_ears,3246,general,False
bird_girl,2417,general,False
bird_hair_ornament,276,general,False
bird_hat,125,general,False
bird_legs,1531,general,False
bird_nest,146,general,False
bird_on_arm,564,general,False
bird_on_head,2785,general,False
bird_on_knee,2,general,False
bird_on_shoulder,1470,general,False
bird_print,606,general,False
bird_request,155,metadata,False
bird_tail,4319,general,False
bird_wings,12524,general,False
birime_(xinjinjumin3431326),1,general,False
birthday,7822,general,True
birthday_cake,2418,general,False
birthday_connection,5,general,False
birthmark,1520,general,False
bisexual_female,5911,general,False
bishamonten's_pagoda,1440,general,False
bishamonten's_spear,264,general,False
bishamonten_(noragami),39,character,False
bishonen,1,general,False
bishoujo_senshi_sailor_moon,21140,copyright,False
bishounen,7507,general,False
bismarck_(azur_lane),794,character,False
bismarck_(coat_of_arms),59,general,False
bismarck_(kancolle),4891,character,False
bismarck_zwei_(azur_lane),67,character,False
bismarck_zwei_(crystal-clear_holiday)_(azur_lane),31,character,False
bit_(gundam),75,general,False
bit_gag,3352,general,False
bitchmotor,281,artist,False
bite_mark,3116,general,False
bite_mark_on_neck,35,general,False
bithmath,41,artist,False
biting,15224,general,False
biting_clothes,488,general,False
biting_lip,4596,general,False
biting_penis,10,general,False
biting_shoulder,18,general,False
bitter_crown,127,artist,False
biwa_hayahide_(umamusume),464,character,False
bkhayatej,22,artist,False
bkyu,301,artist,False
black-framed_eyewear,24670,general,False
black_and_white,69,deprecated,False
black_apron,2493,general,False
black_armband,396,general,False
black_armor,2929,general,False
black_ascot,3118,general,False
black_babydoll,541,general,False
black_background,54504,general,False
black_bag,3016,general,False
black_bandana,257,general,False
black_bandeau,591,general,False
black_belt,26122,general,False
black_bikini,88609,general,False
black_bikini_bottom,114,deprecated,False
black_bird,321,general,False
black_blindfold,3553,general,False
black_blinfold,1,general,False
black_bodysuit,18103,general,False
black_border,9543,general,False
black_bow,89905,general,False
black_bowtie,17712,general,False
black_bra,47942,general,False
black_bracelet,268,general,False
black_bridal_gauntlets,285,general,False
black_buruma,1193,general,False
black_camisole,2517,general,False
black_cape,15088,general,False
black_capelet,6718,general,False
black_cardigan,3331,general,False
black_cat,9127,general,False
black_cat03,4,general,False
black_cat_(marvel),276,character,False
black_choker,78171,general,False
black_claws,71,general,False
black_cloak,4294,general,False
black_clover,5481,copyright,False
black_coat,25076,general,False
black_collar,13604,general,False
black_corset,1879,general,False
black_dress,158962,general,False
black_eyes,194961,general,False
black_eyeshadow,474,general,False
black_feathers,2753,general,False
black_fire,118,general,False
black_flower,4204,general,False
black_footwear,176815,general,False
black_fur,3854,general,False
black_garter_belt,1222,general,False
black_garter_straps,1168,general,False
black_gloves,284600,general,False
black_hair,1403489,general,True
black_hairband,48547,general,False
black_hakama,2020,general,False
black_halo,455,general,False
black_headband,3274,general,False
black_headwear,97477,general,False
black_hood,534,general,False
black_hoodie,10798,general,False
black_horns,7391,general,False
black_jacket,132175,general,False
black_jumpsuit,443,general,False
black_keys_(type-moon),664,general,False
black_kimono,10137,general,False
black_lady,390,character,False
black_lagoon,2739,copyright,False
black_leg_warmers,65,general,False
black_leggings,3557,general,False
black_leopard_(kemono_friends),104,character,False
black_leotard,43604,general,False
black_lingerie,246,general,False
black_lips,3421,general,False
black_loincloth,19,general,False
black_male,12,general,False
black_male_swimwear,2803,general,False
black_male_underwear,1869,general,False
black_mask,2319,general,False
black_mittens,145,general,False
black_nails,45192,general,False
black_neckerchief,7745,general,False
black_necktie,30340,general,False
black_one-piece_swimsuit,18674,general,False
black_outline,514,general,False
black_overalls,230,general,False
black_panties,121778,general,False
black_pants,75808,general,False
black_pantyhose,130619,general,False
black_pubic_hair,2101,general,False
black_ribbon,91420,general,False
black_robe,2450,general,False
black_rose,2317,general,True
black_sailor_collar,23992,general,False
black_sarong,220,general,False
black_sash,1881,general,False
black_scarf,8507,general,False
black_sclera,21297,general,False
black_scrunchie,2310,general,False
black_serafuku,22711,general,False
black_shirt,123160,general,False
black_shoes,67,deprecated,False
black_shorts,64854,general,False
black_shrug,17,general,False
black_skin,6096,general,False
black_skirt,200345,general,False
black_sky,917,general,False
black_sleeves,16685,general,False
black_snake,43,general,False
black_socks,67967,general,False
black_souls,322,copyright,False
black_sports_bra,2872,general,False
black_stockings,20,deprecated,False
black_straps,176,general,False
black_suit,6157,general,False
black_suit_(blue_archive),56,character,False
black_survival,886,copyright,False
black_sweater,11935,general,False
black_sweater_vest,850,general,False
black_tail,2512,general,False
black_tank_top,7722,general,False
black_tape_project,23,general,False
black_theme,2165,general,False
black_thighhighs,269302,general,False
black_tiara,106,general,False
black_toenails,122,general,False
black_tongue,87,general,False
black_undershirt,1464,general,False
black_vest,24585,general,False
black_vs_white,850,general,False
black_widow_(marvel),78,character,False
black_wildebeest_(kemono_friends),13,character,False
black_wings,27778,general,False
black_wrist_cuffs,304,general,False
black_wristband,1786,general,False
blackberry_(fruit),119,general,False
blacked_(phrase),8,general,False
blackgalgomon,12,character,False
blackmail,351,general,False
blackwell_(black_souls),1,general,False
blade,3581,general,False
blade_(eiyuu_kyoushitsu),10,character,False
blade_(honkai:_star_rail),346,character,False
bladed_tonfa,92,general,False
bladeless_fan,75,general,False
blakc_gloves,1,general,False
blake_belladonna,2689,character,False
blanc_(nikke),190,character,False
blanc_(whit_blanc),20,artist,False
blanca_(fate),49,character,False
blank_censor,874,general,False
blank_eyes,7326,general,False
blanka,329,character,False
blanka-chan,24,general,False
blanket,16361,general,False
blargsnarf,7,artist,False
blas7hatvga,213,artist,False
blazblue,17233,copyright,False
blaze_(arknights),972,character,False
blaze_the_cat,983,character,False
"blaze_the_cat,",0,general,False
blazer,53437,general,False
blazing_cartesia_the_virtuous,43,character,False
blazpu,412,artist,False
bleach,23286,copyright,False
bleach:_the_thousand-year_blood_war,996,copyright,False
bleeding,3522,general,False
bleeding_from_forehead,84,general,False
blender,195,deprecated,False
blender_(medium),1885,metadata,False
blender_(object),130,general,False
blew_andwhite,755,artist,False
blikmon,6,general,False
blind,1445,general,False
blindfold,26073,general,False
blindfold_lift,267,general,False
blinds,1824,general,False
blink,4,deprecated,False
blinking,2993,general,False
blo,5,general,False
blob,757,general,False
block_(mario),5,general,False
block_(object),389,general,False
blonde_hair,1506653,general,False
blonde_male,1,general,False
blood,108419,general,False
blood_drop,122,general,False
blood_from_eyes,1759,general,False
blood_from_mouth,4314,general,False
blood_halo,11,general,False
blood_in_hair,1007,general,False
blood_on_arm,883,general,False
blood_on_back,26,general,False
blood_on_body,29,general,False
blood_on_cheek,4,general,False
blood_on_clothes,11966,general,False
blood_on_face,21211,general,False
blood_on_gloves,97,general,False
blood_on_ground,501,general,False
blood_on_hands,5909,general,False
blood_on_knife,1069,general,False
blood_on_leg,667,general,False
blood_on_mouth,40,general,False
blood_on_plate,1,general,False
blood_on_weapon,4351,general,False
blood_splatter,5637,general,False
blood_spray,224,general,False
blood_stain,2168,general,False
blood_sword,57,general,False
bloodborne,2416,copyright,False
bloodexer,14,artist,False
bloodshot_eyes,568,general,False
bloody_hands,2049,general,False
bloody_marie_(skullgirls),1231,character,False
bloom,2523,general,False
bloomers,18106,general,False
bloop_(gawr_gura),1469,character,False
blouse,101332,general,False
blowbang,14,general,False
blowhole,470,general,False
blowing_kiss,2346,general,False
blowing_smoke,245,general,False
blowjob,4735,general,True
blowjob_face,10,deprecated,False
bluck,2,general,False
blue-framed_eyewear,3168,general,False
blue-tinted_eyewear,1572,general,False
blue_(among_us),49,character,False
blue_apron,1797,general,False
blue_archive,101382,copyright,False
blue_armband,279,general,False
blue_armor,1074,general,False
blue_ascot,2617,general,False
blue_background,86389,general,False
blue_bag,1251,general,False
blue_bandana,695,general,False
blue_belt,3478,general,False
blue_bikini,34679,general,False
blue_blood,347,general,False
blue_bloomers,43,general,False
blue_bodysuit,5651,general,False
blue_border,945,general,False
blue_bow,71923,general,False
blue_bowtie,14960,general,False
blue_bra,10567,general,False
blue_brooch,213,general,False
blue_buruma,3698,general,False
blue_butterfly,2944,general,False
blue_camisole,739,general,False
blue_cape,7174,general,False
blue_capelet,3672,general,False
blue_cardigan,3471,general,False
blue_choker,5599,general,False
blue_cloak,1213,general,False
blue_coat,6501,general,False
blue_collar,1630,general,False
blue_dress,83084,general,False
blue_eyeliner,88,general,False
blue_eyes,1692200,general,False
blue_eyeshadow,1879,general,False
blue_feathers,1034,general,False
blue_fire,4820,general,False
blue_flower,24611,general,False
blue_footwear,24691,general,False
blue_fur,2867,general,False
blue_gemstone,5222,general,False
blue_giant,1,general,False
blue_gloves,16599,general,False
blue_hair,786718,general,True
blue_hairband,9796,general,False
blue_haird,0,general,False
blue_hakama,3281,general,False
blue_halo,1493,general,False
blue_headband,1340,general,False
blue_headwear,29213,general,False
blue_hood,548,general,False
blue_hoodie,6118,general,False
blue_horns,1425,general,False
blue_innertube,271,general,False
blue_jacket,54667,general,False
blue_jumpsuit,488,general,False
blue_kimono,14750,general,False
blue_leg_warmers,16,general,False
blue_leotard,13868,general,False
blue_lips,3356,general,False
blue_lock,1229,copyright,False
blue_male_swimwear,2762,general,False
blue_male_underwear,735,general,False
blue_mary,648,character,False
blue_nails,30337,general,False
blue_neckerchief,9221,general,False
blue_necktie,21457,general,False
blue_oak,2064,character,False
blue_oak_(sygna_suit),55,character,False
blue_one-piece_swimsuit,25251,general,False
blue_outline,483,general,False
blue_overalls,1953,general,False
blue_pajamas,604,general,False
blue_panties,24028,general,False
blue_pants,18070,general,False
blue_pantyhose,3853,general,False
blue_pikmin,157,character,False
blue_pupils,939,general,False
blue_reflection,373,copyright,False
blue_ribbon,48264,general,False
blue_robe,856,general,False
blue_rose,10860,general,False
blue_sailor_collar,35867,general,False
blue_sarong,417,general,False
blue_sash,1648,general,False
blue_scales,162,general,False
blue_scarf,8261,general,False
blue_scrunchie,2795,general,False
blue_serafuku,2919,general,False
blue_shirt,60400,general,False
blue_shorts,24231,general,False
blue_skin,26957,general,False
blue_skirt,125695,general,False
blue_sky,139492,general,False
blue_sleeves,4086,general,False
blue_socks,5149,general,False
blue_sports_bra,429,general,False
blue_stripes,449,general,False
blue_sweater,7019,general,False
blue_sweater_vest,475,general,False
blue_swimsuit,15,deprecated,False
blue_tabard,461,general,False
blue_tail,522,general,False
blue_tank_top,1014,general,False
blue_tassel,7,general,False
blue_theme,22744,general,False
blue_thighhighs,14366,general,False
blue_tongue,1336,general,False
blue_towel,238,general,False
blue_trim,173,general,False
blue_tunic,960,general,False
blue_umbrella,654,general,False
blue_veil,89,general,False
blue_vest,10632,general,False
blue_whale,40,general,False
blue_wings,3665,general,False
blue_wristband,603,general,False
blueberry,1760,general,False
bluecher_(azur_lane),58,character,False
bluefield,381,artist,False
blunt_bangs,212106,general,False
blunt_ends,6253,general,False
blunt_tresses,869,general,False
blur_censor,1794,general,False
blurry,167525,general,False
blurry_background,89034,general,False
blurry_edges,31,general,False
blurry_foreground,19967,general,False
blusbakuon!!,1,general,False
blush,2957024,general,False
blush_stickers,69858,general,False
blush_visible_through_hands,8,deprecated,False
blushing,1767,general,False
blushing_girls_are_cute_(template),16,general,False
blushyspicy,452,artist,False
bly_mead,11,general,False
bm_(bm364364),49,artist,False
bmw,219,copyright,False
bmw_m3,30,general,False
bmw_r1100s,2,general,False
bnari,112,artist,False
bnc_(bunshi),131,artist,False
bo_illustration,2,artist,False
bo_staff,16,general,False
bo_toike57,27,general,False
boa_hancock,4540,character,True
boar,1202,general,False
board_game,3174,general,False
boat,4869,general,False
boater_hat,292,general,False
bob_(bobtheneet),687,artist,False
bob_cut,63243,general,False
bobby_pin,170,general,False
bobby_socks,7514,general,False
boc'z_(umamusume),35,general,False
bocchi_(kuropom7),30,general,False
bocchi_the_rock!,9756,copyright,False
bodice,1285,general,False
bodily_fluids,664,deprecated,False
body_armor,1102,general,False
body_blush,9050,general,False
body_fur,15540,general,False
body_hair,6088,general,False
body_invasion,17,general,False
body_markings,4464,general,False
body_writing,15009,general,False
bodyguard,95,general,False
bodypaint,5997,general,False
bodystocking,11918,general,False
bodysuit,124770,general,False
bodysuit_hoodie,1,general,False
bodyswap,4,general,False
boeblob,7,artist,False
bohovv,1,artist,False
bok_choy,25,general,False
bokeh,5695,general,False
boko_(girls_und_panzer),2357,character,False
boku_no_hero_academia,42482,copyright,False
boku_no_kokoro_no_yabai_yatsu,430,copyright,False
bokutachi_wa_benkyou_ga_dekinai,1080,copyright,False
bolt,713,general,False
bolt_(min_lona),7,character,False
bolt_(nikke),15,character,False
bolt_action,3617,general,False
bomb,2403,general,False
bomber_jacket,2419,general,False
bombergirl,1468,copyright,False
bon-chi,14,artist,False
bon_(bonbon315),67,artist,False
bon_(rump),193,artist,False
bonanus_(genshin_impact),100,character,False
bonbon_(animal_crossing),29,character,False
bondage,110834,general,True
bondage_cuffs,576,general,False
bondage_outfit,2396,general,False
bone,5786,general,False
bone_hair_ornament,3115,general,False
bonefire0909,11,artist,False
bonnet,8148,general,False
bonnie_(pokemon),1218,character,False
bonnieincitiy,2,general,False
bonsai,479,general,False
bonten,249,artist,False
boo_tao_(genshin_impact),1121,character,False
boob_window,54102,general,False
boobjob,235,general,False
boobplate,1249,general,False
boobs,313,deprecated,False
booby_trap,64,general,False
book,111094,general,False
book_on_head,245,general,False
book_stack,5557,general,False
bookmark,1268,general,False
bookshelf,15081,general,False
boonie_hat,61,general,False
booth_seating,467,general,False
boots,404337,general,False
boots_removed,1794,general,False
border,69518,general,False
bored,1641,general,False
borgbutler,45,artist,False
boringwhite,1,general,False
boris_(noborhys),3598,artist,False
born-to-die,2008,artist,True
borrowed_character,21283,general,False
borrowed_clothes,2176,general,False
borscht_(artist),242,artist,False
boruto:_naruto_next_generations,6985,copyright,False
bosacius_(genshin_impact),59,character,False
bossan_3310,60,artist,False
boston_terrier,106,general,False
botan_(clannad),47,character,False
botan_(tabon00001942),2,artist,False
bottle,55690,general,False
bottle_cap,274,general,False
bottle_miku,630,character,False
bottomless,155990,general,False
boucheron_(fire_emblem),17,character,False
bouen,166,artist,False
boulder,561,general,False
bouncing_ass,1849,general,False
bouncing_breasts,63573,general,False
bound,129143,general,False
bound_ankles,4764,general,False
bound_arms,13942,general,False
bound_breasts,52,general,False
bound_feet,210,general,False
bound_legs,8908,general,False
bound_thighs,208,general,False
bound_together,990,general,False
bound_torso,553,general,False
bound_wrists,20956,general,False
bouquet,20682,general,False
boutonniere,450,general,False
bouzu_(bonze),61,artist,False
bow,892844,general,False
bow-shaped_hair,2552,general,False
bow_(bhp),2717,artist,False
bow_(music),1283,general,False
bow_(weapon),22058,general,False
bow_babydoll,21,general,False
bow_bikini,3020,general,False
bow_bra,11368,general,False
bow_choker,1156,general,False
bow_earrings,1593,general,False
bow_hairband,5417,general,False
bow_legged,182,general,False
bow_legwear,1758,general,False
bow_panties,37276,general,False
bow_skirt,647,general,False
bowl,23468,general,False
bowl_cut,2085,general,False
bowl_hat,2018,general,False
bowser,2270,character,False
bowser_jr.,361,character,False
bowser_logo,152,general,False
bowtie,202728,general,False
bowtie_grab,1,general,False
box,40267,general,False
box_of_chocolates,966,general,False
boxing_gloves,3020,general,False
boxing_ring,1091,general,False
boxing_shorts,137,general,False
boy_on_top,4355,general,False
boy_sandwich,608,general,False
boyano,252,artist,False
boyshort_panties,548,general,False
bpilkeqyirdjeif,2,general,False
bra,214958,general,False
bra_in_mouth,40,general,False
bra_lift,14424,general,False
bra_peek,2911,general,False
bra_pull,9347,general,False
bra_removed,3992,general,False
bra_slip,310,general,False
bra_strap,5390,general,False
bra_visible_through_clothes,6173,general,False
bracelet,159540,general,False
bracelets,14,deprecated,False
bracer,10980,general,False
bracket,63,general,False
braco,120,artist,False
braid,511659,general,False
braided_bangs,5958,general,False
braided_bun,8258,general,False
braided_hair_rings,128,general,False
braided_ponytail,26670,general,False
braided_sidelock,194,general,False
braided_tail,81,general,False
brain,803,general,False
braixen,2172,character,False
branch,15917,general,False
brand,4,character,True
brand_name_imitation,3633,general,False
brandday02,6,artist,False
branded,413,general,False
brashear_lushert,87,artist,False
brat_(brabrabrat00),218,artist,False
brayanong999,52,artist,False
brazil,672,general,False
brazilian_(nationality),181,general,False
bread,8576,general,False
bread_slice,366,general,False
breadbug,7,general,False
breakfast,244,general,False
breaking_bad,296,copyright,False
breast,458,deprecated,False
breast_bondage,4359,general,False
breast_curtain,1258,general,False
breast_curtains,3217,general,False
breast_cutout,1384,general,False
breast_envy,6474,general,False
breast_expansion,3275,general,False
breast_focus,2208,general,False
breast_grab,117102,deprecated,False
breast_hold,35884,general,False
breast_lift,6437,general,False
breast_milk,380,deprecated,False
breast_on_head,3,general,False
breast_pocket,12325,general,False
breast_press,66515,general,False
breast_pump,399,general,False
breast_reduction,67,general,False
breast_rest,10139,general,False
breast_smother,3790,general,False
breast_strap,322,general,False
breast_sucking,27675,general,True
breast_suppress,7067,general,False
breast_tattoo,3807,general,False
breastfeeding,4113,general,False
breastplate,19612,general,False
breasts,3668182,general,False
breasts_apart,51070,general,False
breasts_on_glass,2145,general,False
breasts_on_head,2097,general,False
breasts_out,112953,general,False
breasts_squeezed_together,40461,general,False
breasts_to_breasts,59,general,False
breath,48629,general,False
breathing_fire,1331,general,False
breloom,202,character,False
bremerton_(azur_lane),4533,character,False
brendan_(pokemon),2585,character,False
brendan_(sygna_suit)_(pokemon),20,character,False
bretta_(hollow_knight),4,character,False
brick_road,278,general,False
brick_wall,8278,general,False
bridal_garter,14249,general,False
bridal_gauntlets,39067,general,False
bridal_legwear,761,general,False
bridal_lingerie,458,general,False
bridal_veil,14367,general,False
bride,9436,general,True
bridge,7605,general,False
bridget_(guilty_gear),3218,character,False
briefcase,2088,general,False
briefs,4162,general,False
brigadramon,23,character,False
brighid_(xenoblade),441,character,False
bright09,32,artist,False
bright_dread,5,general,False
bright_pupils,36917,general,False
brigitte_(taimanin_asagi),44,character,False
brigitte_stark,52,character,False
brikot,146,artist,False
brmameng,101,artist,False
broad_shoulders,286,general,False
brock_(pokemon),987,character,False
broken_armor,791,general,False
broken_condom,263,general,False
broken_eyewear,521,general,False
broken_glass,2461,general,False
broken_heart_hair_ornament,14,general,False
broken_helmet,112,general,False
broken_horn,2134,general,False
broken_rape_victim,3518,general,False
broken_shield,35,general,False
bronya_rand,466,character,False
bronya_zaychik,2645,character,False
bronya_zaychik_(haxxor_bunny),198,character,False
bronya_zaychik_(herrscher_of_truth),163,character,False
bronya_zaychik_(silverwing:_n-ex),673,character,False
bronze_medal_(meme),1,general,False
brooch,43860,general,False
brooklyn_bridge,9,general,False
broom,27593,general,False
broom_riding,7055,general,False
brother_and_sister,24471,general,False
brotherly_netorare,2,general,False
brothers,10766,general,False
brown-framed_eyewear,1462,general,False
brown-tinted_eyewear,379,general,False
brown_(among_us),36,character,False
brown_apron,1207,general,False
brown_ascot,269,general,False
brown_background,29471,general,False
brown_bag,3502,general,False
brown_belt,14103,general,False
brown_bikini,1504,general,False
brown_bodysuit,1105,general,False
brown_border,522,general,False
brown_bow,5119,general,False
brown_bowtie,766,general,False
brown_cape,2146,general,False
brown_capelet,2319,general,False
brown_cardigan,5705,general,False
brown_cat,201,general,False
brown_choker,828,general,False
brown_cloak,1366,general,False
brown_coat,8425,general,False
brown_corset,1138,general,False
brown_dress,12565,general,False
brown_eyes,845983,general,False
brown_feathers,288,general,False
brown_footwear,70363,general,False
brown_fur,4957,general,False
brown_gloves,29870,general,False
brown_hair,1478387,general,False
brown_hairband,1618,general,False
brown_headwear,17434,general,False
brown_hoodie,1216,general,False
brown_horns,772,general,False
brown_horse,1,general,False
brown_jacket,22002,general,False
brown_kimono,1734,general,False
brown_leotard,1115,general,False
brown_long-eared_bat_(kemono_friends),519,character,False
brown_necktie,1249,general,False
brown_panties,1315,general,False
brown_pants,10111,general,False
brown_pantyhose,26250,general,False
brown_pubic_hair,413,general,False
brown_pupils,76,general,False
brown_ribbon,2588,general,False
brown_robe,267,general,False
brown_sailor_collar,2114,general,False
brown_sash,529,general,False
brown_scarf,3994,general,False
brown_shawl,398,general,False
brown_shirt,12332,general,False
brown_shorts,6690,general,False
brown_skin,324423,deprecated,False
brown_skirt,22702,general,False
brown_sleeves,814,general,False
brown_socks,1783,general,False
brown_sweater,7535,general,False
brown_sweater_vest,959,general,False
brown_tail,825,general,False
brown_thighhighs,17142,general,False
brown_thoroughbred_(kemono_friends),147,character,False
brown_tube_top,13,general,False
brown_vest,5462,general,False
bruise,9148,general,False
bruise_on_face,1440,general,False
brunhilde_(iron_saga),1,character,False
brushing_another's_hair,399,general,False
brushing_hair,2299,general,False
brushing_teeth,1635,general,False
bryantlee998,6,general,False
bseibutsu,67,artist,False
bt_(3212637),16,artist,False
bubba_(watson_amelia),547,character,True
bubble,27144,general,False
bubble_bath,493,general,False
bubble_blowing,4189,general,False
bubble_butt,785697,deprecated,False
bubble_skirt,5698,general,False
bubble_tea,3097,general,False
bubble_tea_challenge,1020,general,False
bubblegum_crisis,137,copyright,False
bubry_(w3ird_jo),2,general,False
bubukka,1538,artist,False
buchi_(y0u0ri_),225,artist,False
buck_teeth,2614,general,False
bucket,12894,general,False
bucket_hat,2519,general,False
bucket_of_water,301,general,False
buckle,30915,general,False
bud,295,general,False
budew,326,character,False
budget_sarashi,1944,general,False
buffaloman,31,character,False
bug,57150,general,False
building,44311,general,False
