name,count,type,is_ambiguous
kid_icarus_uprising,2252,copyright,False
kida_masaomi,371,character,False
kido_hahaha,3,general,False
kido_jou,1414,character,False
kido_tsubomi,839,character,False
kiek_qaq,19,artist,False
kigurumi,1535,general,False
kii-kun_(agnes_tachyon)_(umamusume),1,general,False
kijibato_123-gou,87,artist,False
kiki0319i,13,general,False
kikimifukuri,280,artist,False
kikkoumon,80,general,False
kikuchi-shoogo,9,general,False
kikuchi_milo,222,artist,False
kikugawa_roku,10,general,False
kikumon,830,general,False
kikyouta,10,artist,False
kill_la_kill,18993,copyright,False
kill_me_baby,1749,copyright,False
killua_zoldyck,1443,character,False
kilowattrel,21,character,False
kilt,74,general,False
kim_yoosung,1,general,False
kiman,260,artist,False
kimberly_jackson,184,character,False
kimetsu_no_yaiba,13153,copyright,False
kimi_no_koto_ga_dai_dai_dai_dai_daisuki_na_100-nin_no_kanojo,85,copyright,False
kimi_wa_boku_ni_damasareteiru_(utau),1,general,False
kiminhosakurako,7,artist,False
kimo_suna,37,artist,False
kimono,190298,general,False
kimono_lift,1211,general,False
kimono_pull,1415,general,False
kimono_skirt,1899,general,False
kimukimu,45,artist,False
kimura_natsuki,469,character,False
kimura_ryu,163,character,False
kin-san_(sasuraiga),75,artist,False
kina_(akina736),16,artist,False
kinaco_4738,82,general,False
kinakomochi_(user_vedc2333),43,artist,False
kinbaku,191,general,False
kinchaku,427,general,False
kindandowa,592,artist,False
kindergarten_uniform,3709,general,False
kindrose,20,artist,False
kine,1114,general,False
king_(snk),444,character,False
king_dedede,709,character,False
king_george_v_(azur_lane),86,character,False
king_halo_(umamusume),985,character,False
king_hassan_(fate),904,character,False
king_leo,23,character,False
king_of_greed,48,character,False
kinkymation,1271,artist,False
kinnikuman,600,copyright,False
kino_haruc,52,artist,False
kinocopro,299,artist,False
kinohara_kossuta,119,artist,False
kinokare,24,general,False
kinomiki,17,artist,False
kinomoto_sakura,7760,character,False
kinomoto_touya,173,character,False
kinshi76,43,artist,False
kintamaani_sanagi,16,artist,False
kinu_(konoyoha_mtgi),13,artist,False
kinugasa_(kancolle),1730,character,False
kinugasa_kai_ni_(kancolle),521,character,False
kio_is_here,45,artist,False
kira_tsubasa,365,character,False
kira_yukishiro,29,artist,False
kirakira_precure_a_la_mode,1865,copyright,False
kirara_(blue_archive),146,character,False
kirara_(genshin_impact),535,character,False
kiratto_pri_chan,660,copyright,False
kirby,5130,character,False
kirby's_return_to_dream_land,170,copyright,False
kirby_(series),7071,copyright,False
kirby_and_the_forgotten_land,337,copyright,False
kirby_cafe,22,copyright,False
kirby_lord,9,general,False
kirby_super_star_ultra,42,copyright,False
kiri_(0218htt),38,artist,False
kiri_(pyonta),16,artist,False
kiri_futoshi,356,artist,False
kirigakure_(kirigakure_tantei_jimusho),404,artist,False
kirigiri_kyoko,2722,character,False
kirigoe_mima,67,character,False
kirijou_mitsuru,1622,character,False
kiriko_(overwatch),299,character,False
kirimoya,4,general,False
kirin_(suzoke_1),58,artist,False
kirino_(blue_archive),104,character,False
kirisaki_seeker,174,artist,False
kirisame_marisa,58271,character,False
kirisawa_juuzou,2424,artist,False
kirishima_eijirou,1171,character,False
kirisu_mafuyu,598,character,False
kirito,3473,character,False
kiritto,856,artist,False
kirkeone,8,general,False
kiro_tasuku,3,general,False
kirschtaria_wodime,207,character,False
kiruko_(tengoku_daimakyou),93,character,False
kiruko_28tengoku_daimakyou29,0,general,False
kiryuu_kyousuke,77,character,False
kiryuuin_satsuki,6090,character,False
kisaki_(blue_archive),2689,character,False
kisaki_anko,17,character,False
kisara_(tales),128,character,False
kisara_mikami,22,artist,False
kisaragi_chihaya,4759,character,False
kisaragi_koushi,58,artist,False
kisaragi_shintarou,968,character,False
kisaragi_tsurugi,324,artist,False
kisaragi_yuri,226,artist,False
kiseru,3454,general,False
kishiba_yuusuke,19,artist,False
kishida_mel,911,artist,False
kishida_shiki,631,artist,False
kishido_temma,246,character,False
kishin_sagume,3698,character,False
kishitani_shinra,192,character,False
kisiii2442,1,artist,False
kiss,63507,general,False
kissing,465,deprecated,True
kissing_cheek,4053,general,False
kissing_forehead,2861,general,False
kissing_hand,1058,general,False
kissing_neck,704,general,False
kissing_penis,1803,general,False
kissing_thigh,86,general,False
kisu_nante_dekinai_desho?_to_chouhatsu_suru_namaikina_osananajimi_wo_wakara_sete_yattara_yosouijou_ni_dereta,8,general,False
kita_high_school_uniform,1524,general,False
kita_ikuyo,2461,character,False
kitachan0v0,1,artist,False
kitada,46,artist,False
kitagawa_marin,4979,character,False
kitahama_(siroimakeinu831),247,artist,False
kitajima_yuuki,403,artist,False
kitakami_(kancolle),5405,character,False
kitakami_kai_ni_(kancolle),161,character,False
kitami_reika,296,character,False
kitano_gori,16,general,False
kitarou,374,character,False
kitasaya_ai,269,artist,False
kitauji_high_school_uniform,1344,general,False
kitazawa_shiho,1134,character,False
kitchen,6473,general,False
kiteman442,100,artist,False
kitrosun,48,artist,False
kitsugai_sese,64,character,False
kitsune,9351,general,False
kitsune_dance,59,general,False
kittenlochen,12,artist,False
kittf,22,general,False
kitty_cat_katarina,40,character,False
kittymiya,40,artist,False
kittysuit,778,general,False
kiu6,15,artist,False
kiwi_(fruit),901,general,False
kiwi_slice,376,general,False
kiwimon,16,general,False
kiyochii,61,artist,False
kiyohime_(fate),2797,character,False
kizakura_kukuri,13,character,False
kizumonogatari,785,copyright,False
kji_(rozo),53,artist,False
kkato,148,artist,False
kkkkirkir,1,general,False
kkumang,9,general,False
klaudia_valentz,353,character,False
klavier_gavin,112,character,False
klee_(blossoming_starlight)_(genshin_impact),106,character,False
klee_(genshin_impact),5126,character,True
kleene_(eden's_zero),15,character,False
klefki,112,character,False
klein_moretti,607,character,False
klink,85,character,False
knapsack,34,general,False
knee_blush,325,general,False
knee_boots,50464,general,False
knee_cutout,38,general,False
knee_pads,11002,general,False
knee_to_chest,179,general,False
knee_up,26139,general,False
kneehighs,111057,general,False
kneeling,136342,general,False
kneepits,17268,general,False
knees,7180,general,False
knees_apart_feet_together,1707,general,False
knees_to_chest,6140,general,False
knees_together_feet_apart,26229,general,False
knees_up,35802,general,False
kneesocks_(psg),1150,character,False
kneesocks_(psg)_(cosplay),18,general,False
knife,52807,general,False
knife_sheath,580,general,False
knifes,4,general,False
knight,7039,general,True
knight_(hollow_knight),236,character,False
knight_of_despair,54,character,False
knock_0,4,general,False
knot,286,deprecated,False
knot_lock,149,general,False
knotted_penis,2719,general,False
knuckles_the_echidna,602,character,False
koahri,132,artist,False
koakuma,12725,character,False
koaraymt,47,artist,False
koaya,12,artist,False
kobacha_(ochakoba),25,artist,False
kobaji,359,artist,False
kobayashi-san_chi_no_maidragon,11309,copyright,False
kobayashi_(jna_x_rgh),30,artist,False
kobayashi_chihiro_(bokuyaba),12,character,False
kobayashi_chisato,697,artist,False
kobeya_uniform,478,general,False
kobo_kanaeru,338,character,False
kobo_kanaeru_(1st_costume),9,character,False
kobo_kanaeru_(2nd_costume),2,character,False
kochikame,724,copyright,False
kochiya_sanae,31398,character,False
kochou_shinobu,2563,character,False
kodama_yuu,236,artist,False
kodomo_no_jikan,1254,copyright,False
koe_no_katachi,451,copyright,False
koga_tomoe,82,character,False
kogal,3243,general,False
kogarasumaru_(touken_ranbu),84,character,False
koh_(digimon),55,character,False
koh_(minagi_kou),381,artist,False
koh_rd,105,artist,False
koha-ace,4473,copyright,False
kohaimabs,2,general,False
koharu_(blue_archive),3269,character,False
koharu_(swimsuit)_(blue_archive),572,character,False
kohinata_hoshimi,227,artist,False
kohinata_ichigo,208,character,False
koi,802,general,True
koikatsu,950,copyright,False
koikatsu!,20,general,False
koikatsu_(medium),4409,metadata,False
koinobori,493,general,False
koishi_day,635,general,False
koisuru_(otome)_no_tsukurikata,54,copyright,False
koizumi_arata,29,artist,False
koizumo,179,artist,False
kojima_takeshi,470,artist,False
kojocho05,3,general,False
kokihanada,255,artist,False
kokiri,174,character,False
kokkoro_(princess_connect!),3866,character,False
koko_niiru,11,artist,False
kokoa_10701,7,general,False
kokonoe826,24,general,False
kokonoe_rin,1064,character,False
kokonose_haruka,333,character,False
kokouffee,1,artist,False
kokura_masashi,195,artist,False
kokuzou,287,artist,False
koma_neko,179,artist,False
komachi_panko,56,character,False
komaeda_nagito,4244,character,False
komakuchi_mame,7,artist,False
komano_aunn,1343,character,False
komasi,83,artist,True
komatsu_(sakanae),101,artist,False
komatsuzaki_rui_(style),107,general,False
komeiji_koishi,28534,character,False
komeiji_satori,22462,character,False
komi-san_wa_komyushou_desu,3340,copyright,False
komi_shouko,2613,character,False
komi_shuuko,564,character,False
komillia_maria_jenius,5,character,False
komitsu_(monster_hunter),21,character,False
komiya_kaho,1403,character,False
komori_(littleforest946),24,artist,False
komorihikki,132,artist,False
komugikokonko,29,artist,False
komunyan,9,artist,False
komurice,19,general,False
komuzuka,69,artist,False
konan_mia,21,character,False
konata_(kankin_jk),104,character,False
konbu1147,6,artist,False
kondou_chiru,8,character,False
konery_(reasonyou),63,artist,False
konghi98,9,artist,False
kongou_(kancolle),12382,character,False
konkito,267,artist,False
konkonmarumaru,4,general,False
kono_lolicon_domome,486,general,False
kono_subarashii_sekai_ni_shukufuku_wo!,16516,copyright,False
konohagakure_symbol,1628,general,False
konoka624,5,general,False
konomi_(kino_konomi),353,artist,False
konoshige_(ryuun),1950,artist,False
konpaku_youmu,30909,character,False
konpaku_youmu_(ghost),16606,character,False
konya_karasue,103,artist,False
koorimizu,317,artist,False
korean_clothes,2166,general,False
korean_commentary,15196,metadata,False
korean_text,12691,general,False
kornod,94,artist,False
koromaru_(persona),361,character,False
koromo_take,40,artist,False
koromon,535,character,False
korotsuke,91,artist,False
korra,1257,character,False
koseki_bijou,124,character,False
koshikoshikossi,10,artist,False
koshirae,20,general,False
koshirae_tsurugi,464,character,False
kotarou_(senran_kagura),4,general,False
kotatsu,5663,general,False
kotatsu_kaya,261,artist,False
kotatu_(akaki01aoki00),387,artist,False
kote,3200,general,False
kotobuki_toro,47,artist,False
kotobuki_tsumugi,6226,character,False
kotoha_(kotoha65),60,artist,False
kotoka_torahime,112,character,False
kotomine_kirei,3172,character,False
kotonoha_aoi,1217,character,False
kotorai,147,artist,False
kotori_(takanashi_kiara),217,character,False
kotoriifu,21,general,False
kotou_yogen,11,general,False
kou_hiyoyo,2569,artist,False
kou_iu_no_ga_ii,1,general,False
kouda_kouji,73,character,False
koujyun16,1,general,False
kousei_(public_planet),478,artist,False
koutetunamekuji,47,artist,False
kouto_matai,1,general,False
kouya_no_shounen_isamu,1,copyright,False
koy_(4767269),6,general,False
koya_(koya_x_00),202,artist,False
koyane_(silver81106),13,artist,False
koyanskaya_(assassin)_(second_ascension)_(fate),121,character,False
koyanskaya_(fate),1576,character,False
koyon,26,artist,False
koyubi_maru,13,artist,False
koyuki_(blue_archive),389,character,False
kozaki_yuusuke_(style),3,general,False
kozakura_marry,1136,character,False
kozue_akari,598,artist,False
krab_(fumekrab),68,artist,False
krabbytheartist,641,artist,False
kraken,83,general,False
kris_(deltarune),494,character,False
kris_(fire_emblem),103,character,False
kris_(male)_(fire_emblem),10,character,False
kronie_(ouro_kronii),81,character,False
krystal,1071,character,False
krzuka,4,general,False
ksagi,8,general,False
kson,641,character,False
ktm_huna,1,general,False
ku_roiko,111,artist,False
kua_(cut_cat),10,character,False
kuangwang_heiye,10,artist,False
kuase,192,artist,False
kubure,30,artist,False
kuchiiteru,3,character,False
kuchiki_rukia,2576,character,False
kuconoms,81,artist,False
kudamaki_tsukasa,1461,character,False
kudos3d,7,artist,False
kudou_taiki,446,character,False
kufurin_(eiyuu_kyoushitsu),9,character,False
kuga_hotaru,22,artist,False
kugisaki_nobara,1919,character,False
kuji-in,534,general,False
kujikawa_rise,2662,character,False
kujo_jotaro,1284,character,False
kujou_hikari,442,character,False
kuki_shinobu,1100,character,False
kukie-nyan,907,artist,False
kukimaru,147,artist,False
kukulkan_(fate),124,character,False
kukulkan_(third_ascension)_(fate),12,character,False
kukumomo,356,artist,False
kuliukunkunkunkunkunkunkun,2,general,False
kulomi,11,general,False
kulus,1,general,False
kumaartsu,137,artist,False
kumagai_yuka,45,artist,False
kumah_dessu,36,artist,False
kumakoro_(tetsupag),70,artist,False
kumamiya,65,artist,False
kumano_(kancolle),2681,character,False
kumano_kai_ni_(kancolle),106,character,False
kumano_maru_(kancolle),45,character,False
kumano_maru_kai_(kancolle),5,general,False
kumanooppo,60,artist,False
kumanz,91,artist,False
kumari_zain,8,character,False
kumatangent,72,artist,False
kumatsuki_(no-kirin),39,general,False
kumichou_musume_to_sewagakari,46,copyright,False
kumikoyo,11,general,False
kumoi_ichirin,5233,character,False
kun_(atf_mascot),1,general,False
kunabishi,415,artist,False
kunaboto,734,artist,False
kunai,4745,general,False
kunashiri_(kancolle),348,character,False
kunimi_tama,44,character,False
kunio92031_o,1,general,False
kunniho,3,general,False
kunoichi,1117,general,False
kuoh_academy_school_uniform,86,general,False
kuon_kimi,39,artist,False
kuonji_ukyou,695,character,False
kupaa,1018,general,False
kurachi_mizuki,282,artist,False
kurageumisawa,14,artist,False
kurai_yonaka,54,character,False
kurama_(yu_yu_hakusho),311,character,False
kuramochi_meruto,68,character,False
kuramoto_sumire,1,artist,False
kurapika,876,character,False
kureha_(senran_kagura),2,character,False
kureiji_ollie,1289,character,True
kureiji_ollie_(2nd_costume),3,character,False
kureiji_ollie_(4th_costume),5,character,False
kuremi_kyouko,305,character,False
kurenagi_eri,15,general,False
kurenaiz1,196,artist,False
kure~pu,178,artist,False
kuri_(animejpholic),135,artist,False
kurihara_sakura,206,artist,False
kuriyama_mirai,650,character,False
kuro_(kuroshima_kurishiro),17,general,False
kuro_(tbm9187),157,artist,False
kuro_(toi_et_moi),297,artist,False
kuro_no_kiseki,672,copyright,False
kurodani_yamame,5635,character,False
kuroe_(sugarberry),172,artist,False
kurogane_vipers,6,artist,False
kuroha_(rockluo213),67,artist,False
kuroi_kazuhiro,18,artist,False
kuroi_susumu,314,artist,False
kuroinu9,65,artist,False
kuroirozuki,137,artist,False
kuroja,24,artist,False
kurokami_fubuki,443,character,False
kurokan_(kokkyou_oudan),209,artist,False
kurokawa_akane,414,character,False
kurokawa_nagiko,92,character,False
kuroki_tomoko,4053,character,False
kurokin,187,artist,False
kuroko_no_basuke,2039,copyright,False
kuroko_tetsuya,737,character,False
kurokoma_saki,1188,character,False
kurokote,975,general,False
kuroliu_9021,19,artist,False
kurona_ranze,57,character,False
kuronami616,14,artist,False
kurone_rinka,404,artist,False
kurono_yuzuko,222,artist,False
kurororo_rororo,143,artist,False
kurosada,2,general,False
kurosaki_chitose,526,character,False
kurosaki_ichigo,2398,character,False
kurosaki_mea,515,character,False
kurosaki_mea_(cosplay),4,general,False
kurosaki_yoshihiro,1,general,False
kurosawa_dia,3688,character,False
kurosawa_rei,112,character,False
kurosawa_ruby,4351,character,False
kuroshima_kurishiro_(muyi24108414),76,artist,False
kuroshiro_kanae,81,artist,False
kuroshiro_no_tsubasa,49,artist,False
kurosu_gatari,146,artist,False
kurosususu,294,artist,False
kurotsuchi_mayuri,147,character,False
kurotsuchi_nemu,542,character,False
kuroyukihime,641,character,False
kurozawa_yui,380,artist,False
kurugaya_yuiko,593,character,False
kurukurumagical,338,artist,False
kurume_sml,30,artist,False
kurumi_(blue_archive),116,character,False
kurumi_lm,39,general,False
kurumiya_(krmy_p),71,artist,False
kururun_(precure),128,character,False
kurusu_natsume,105,character,False
kurusu_natsume_(1st_costume),5,character,False
kusana_(kusana47454281),14,artist,False
kusanagi_nene,805,character,False
kusazuri,1391,general,False
kuse_(0201),178,artist,False
kushima_kamome,144,character,False
kushinada_(p&d),42,character,False
kushinada_tamamo,1,general,False
kusunoki_tomori,102,character,False
kusuriuri_(mononoke),253,character,False
kutabe,46,artist,False
kutabireta_neko,180,artist,False
kutone_shirika,182,artist,False
kutsugi_rin,2,general,False
kutsunohito,61,artist,False
kuu_(nyanko_daisensou),5,general,False
kuudere,83,general,False
kuwabara_kazuma,198,character,False
kuwata_leon,243,character,False
kuwayama_chiyuki,1662,character,False
kuzuryu_fuyuhiko,406,character,False
kuzuryu_natsumi,66,character,False
kuzuuo,6,general,False
ky.,599,artist,False
kyabekko,85,artist,False
kyaku_tatsu,64,artist,False
kyattorosu,1,artist,False
kyder,164,artist,False
kylin_(leilla8775),7,artist,False
kyogoku_masamune,2,general,False
kyojiri_loli,358,general,False
kyokutei_bakin_(fate),84,character,False
kyon-kyon_(jashin-chan_dropkick),89,character,False
kyopink,58,artist,False
kyosaikun,1,artist,False
kyoshourz,158,artist,False
kyouda_suzuka,689,artist,False
kyoufuu_all_back_(vocaloid),349,copyright,False
kyouhei_hei,46,artist,False
kyouka_(princess_connect!),1424,character,False
kyouka_(summer)_(princess_connect!),11,general,False
kyoukai_no_kanata,865,copyright,False
kyoukaisenjou_no_horizon,3374,copyright,False
kyouki_yori_ai_o_komete,23,general,False
kyu_717,21,artist,True
kyugata,1,general,False
kyuu_(plastic_night_q),136,artist,False
kyuubi,3572,general,False
l'antica_(idolmaster),73,character,False
l'avenir_academy_school_uniform,61,general,False
l'ecole_des_cinq_lumieres_school_uniform,28,general,False
l'indomptable_(azur_lane),32,character,False
l.t.s.,6,artist,False
l1m3candy,1,general,False
la+_darknesss,2713,character,False
la+_darknesss_(1st_costume),59,character,False
la_pluma_(arknights),747,character,False
la_pluma_(summer_flowers)_(arknights),287,character,False
lab_coat,19192,general,False
labiata_(last_origin),229,character,False
labret_piercing,559,general,False
lace,46474,general,False
lace-trimmed_apron,179,general,False
lace-trimmed_bikini,350,general,False
lace-trimmed_bow,95,general,False
lace-trimmed_bra,9248,general,False
lace-trimmed_choker,405,general,False
lace-trimmed_legwear,12428,general,False
lace-trimmed_panties,9793,general,False
lace-trimmed_shorts,37,general,False
lace-trimmed_skirt,1316,general,False
lace-trimmed_thighhighs,329,general,False
lace-up_boots,13251,general,False
lace-up_top,161,general,False
lace_(hollow_knight),2,character,False
lace_bra,2223,general,False
lace_choker,909,general,False
lace_collar,160,general,False
lace_gloves,1398,general,False
lace_panties,3049,general,False
lace_socks,5,general,False
lace_trim,37698,general,False
laces,486,general,False
lacey's_diner,1,general,False
lacey_(lacey's_diner),1,general,False
laceysx,146,artist,False
lactating,77,general,False
lactating_into_cup,535,general,False
lactation,42782,general,True
lactation_through_clothes,2255,general,False
ladder,3085,general,False
ladle,5183,general,False
lady_(devil_may_cry),522,character,False
lady_maria_of_the_astral_clocktower,450,character,False
ladybug_brooch,2,general,False
ladyofmorh,1,general,False
laetitia_(lobotomy_corporation),44,character,False
laevatein_(touhou),579,general,False
lahmu_(fate),278,character,False
laica_(marfusha),4,general,False
lailaps_(genjitsu_no_yohane),1,general,False
lainie_cyan,47,character,False
lake,4283,general,False
lala_tramont,47,character,False
lalafell,1519,character,False
lalamon,202,character,False
lalenrasch,1,general,False
lamb_(contra_entry),15,artist,False
lamb_(hitsujiniku),117,artist,False
lambda_(kusowarota),955,artist,False
lamellar_armor,10,general,False
lamia,6437,general,False
lamp,13331,general,False
lamppost,6899,general,False
lampshade,443,general,False
lan_(honkai:_star_rail),2,character,False
lana's_mother_(pokemon),1706,character,False
lana_(pokemon),4467,character,False
lance,5883,general,False
lance_of_longinus_(evangelion),789,general,False
lancelot_(fate/grand_order),533,character,False
landacdeus,61,artist,False
lanfear,15,character,False
lanolin_the_sheep,20,character,False
lantern,19536,general,False
lantern_festival,322,general,False
lanyard,4917,general,False
laovaan,93,artist,False
lap_pillow,5913,general,False
lap_pillow_invitation,748,general,False
lapel_pin,1007,general,False
lapels,3049,general,False
laphlaes_selkena,20,general,False
laphlaes_selkena_(fire),2,general,False
lapis_(fire_emblem),126,character,False
laplace_(nikke),142,character,False
lappland_(arknights),3020,character,False
laptop,6254,general,False
large_areolae,48478,general,True
large_bag,1,general,False
large_belt,73,general,False
large_bow,5051,general,True
large_breasts,1634244,general,False
large_bulge,228,general,False
large_forehead,36,general,False
large_hands,989,general,False
large_hat,2468,general,False
large_horns,75,general,False
large_insertion,8060,general,True
large_nipples,6875,general,True
large_pectorals,30876,general,False
large_penis,46251,general,True
large_testicles,4062,general,False
large_wings,1329,general,False
larger_female,41572,deprecated,False
larry_butz,35,character,False
larva,173,general,False
laser,1514,general,False
laser_cannon,150,general,False
last_exile,395,copyright,False
last_exile:_gin'yoku_no_fam,175,copyright,False
last_origin,7723,copyright,False
latex,17272,general,False
latex_bikini,60,general,False
latex_bodysuit,2803,general,False
latex_boots,646,general,False
latex_gloves,4442,general,False
latex_leotard,696,general,False
latex_panties,208,general,False
latex_thighhighs,304,deprecated,False
latias,1060,character,False
latin_cross,2810,general,False
latin_text,331,general,False
latios,685,character,False
laughing,12270,general,False
laula102,3,general,False
laura_bodewig,1058,character,False
laura_la_mer,311,character,False
laura_la_mer_(cosplay),1,general,False
laura_matsuda,707,character,False
laurel_crown,2326,general,False
lava_(arknights),367,character,False
lavelis,168,artist,False
lavender_(flower),156,general,False
lawliet1095,2,general,False
lawson,1864,copyright,False
laxiusart,36,artist,False
layered_bikini,3230,general,False
layered_clothes,3164,general,False
layered_dress,9744,general,False
layered_gloves,320,general,False
layered_shirt,452,general,False
layered_skirt,10957,general,False
layered_sleeves,11172,general,False
layla_(idolmaster),474,character,False
layla_(oda),2,general,False
layle,16,character,False
layna_lazar,18,character,False
lazy_kun,1,general,False
ldfe_mk2,37,artist,False
le_(huanglongen),42,artist,False
le_malin_(azur_lane),1640,character,False
le_malin_(sleepy_sunday)_(azur_lane),135,character,False
leadale_no_daichi_nite,67,copyright,False
leaf,72756,general,True
leaf98k,171,artist,False
leaf_(pokemon),1668,character,False
leaf_background,628,general,False
leaf_hair_ornament,8941,general,False
leaf_on_head,7558,general,False
leaf_print,4073,general,False
leaf_umbrella,763,general,False
leafa,1915,character,False
leafmon,69,character,False
league_of_legends,28077,copyright,False
league_of_legends:_wild_rift,45,copyright,False
leaking,620,general,False
leaning,7874,general,False
leaning_back,17576,general,False
leaning_forward,99639,general,False
leaning_on_object,1869,general,False
leaning_on_person,4113,general,False
leaning_on_table,446,general,False
leaning_on_weapon,46,general,False
leaning_to_the_side,7025,general,False
leash,31634,general,False
leash_and_collar,69,general,False
leash_pull,1390,general,False
leather,11457,general,False
leather_belt,1709,general,False
leather_jacket,4598,general,False
leather_pants,1018,general,False
leather_strap,152,general,False
leather_wrist_straps,20,general,False
leaves,476,general,False
leaves_in_wind,2735,general,False
leblanc_(league_of_legends),335,character,False
ledian,91,character,False
ledyba,97,character,False
lee:_entropy_(punishing:_gray_raven),6,general,False
lee_(punishing:_gray_raven),96,character,False
lee_jooin,18,character,False
lee_kimsan,9,general,False
leeoekaki,50,artist,False
leeshin0919,33,artist,False
lefiya_viridis,77,character,False
left-to-right_manga,1635,general,False
leg_armor,1469,general,False
leg_belt,2074,general,False
leg_bent,6,general,False
leg_between_breasts,21,general,False
leg_cutout,155,general,False
leg_grab,20726,general,False
leg_hair,3536,general,False
leg_lift,26092,general,False
leg_lock,5720,general,False
leg_ribbon,10436,general,False
leg_tattoo,5669,general,False
leg_up,72885,general,False
leg_warmers,6196,general,False
leg_wrap,1146,general,False
legband,1364,general,False
legendary_pokemon,16115,general,False
legends_of_runeterra,170,copyright,False
leggings,15872,general,False
leggings_pull,190,general,False
leggings_under_shorts,455,general,False
legholes,3,general,False
legless_amputee,19,general,False
legs,221793,general,False
legs_apart,34694,general,False
legs_behind_head,248,general,False
legs_bent,18,general,False
legs_crossed,48067,general,False
legs_held_open,347885,deprecated,False
legs_on_table,81,general,False
legs_over_head,1943,general,False
legs_tied,41,general,False
legs_together,33043,general,False
legs_up,48144,general,False
legwear_garter,2586,general,False
lei,516,general,False
leilan_(p&d),143,character,False
leipzig_(warship_girls_r),8,character,False
leiran_(p&d),87,character,False
lelouch_vi_britannia,3025,character,False
lemon,3834,general,False
lemon89h,93,artist,False
lemon_earrings,99,general,False
lemon_hair_ornament,123,general,False
lemon_print,279,general,False
lemon_slice,2124,general,False
lemon_squash,1,general,False
lemonade,264,general,False
lemuen_(arknights),139,character,False
len'en,1460,copyright,False
lena_oxton,15,character,False
leni_(1_en),11,artist,False
lenore_(alchemy_stars),7,character,False
lens_eye,28,general,False
lens_flare,29297,general,False
lens_flare_abuse,273,general,False
lentain,39,artist,False
lentiyay,80,artist,False
leoandaslan_(leobongnana),73,artist,False
leon_(idolmaster),34,character,False
leon_(pokemon),3382,character,False
leon_s._kennedy,1136,character,False
leona_(league_of_legends),428,character,False
leona_heidern,1576,character,False
leonardo_(tmnt),96,character,False
leonardo_da_vinci_(fate),1629,character,False
leonardo_da_vinci_(fate/grand_order),722,character,False
leonardo_da_vinci_(rider)_(fate),715,character,False
leonardo_vincent,40,artist,False
leonie_pinelli,569,character,False
leonis_g,48,artist,False
leonmandala,272,artist,False
leopard,271,general,False
leopard_ears,1829,general,False
leopard_girl,600,general,False
leopard_print,4438,general,False
leopard_print_panties,39,general,False
leopard_tail,1319,general,False
leotard,199700,general,False
leotard_aside,6780,general,False
leotard_pull,2301,general,False
leotard_under_clothes,5448,general,False
lesser_panda_(kemono_friends),149,character,False
let's_take_ibuprofen_together_(meme),2,general,False
letco2766,13,artist,False
letter,5097,general,False
letter_hair_ornament,135,general,False
letterboxed,41541,general,False
lettereast,7,artist,False
letterman_jacket,3063,general,False
lettuce,1502,general,False
letty_whiterock,4403,character,False
level_drain,208,general,False
levi_(shingeki_no_kyojin),2001,character,False
levitation,895,general,False
lewdteah,7,artist,False
lewillust,3,artist,False
lewis_hamilton,15,character,False
lexis_yayoi,42,artist,False
lgn_roseta,30,artist,False
li_jianliang,377,character,False
li_xiaolang,928,character,False
lian_(vtuber),11,character,False
lianbiglian,26,artist,False
liang_cun_rakuna,108,artist,False
liaowen,105,artist,False
liar_liar,47,copyright,False
liberalio_(nikke),3,character,False
library,4700,general,False
libre,566,artist,False
license_plate,655,general,False
licking,60239,general,True
licking_another's_face,1346,general,False
licking_another's_head,8,general,False
licking_breast,1259,general,False
licking_finger,3145,general,False
licking_foot,2299,general,False
licking_glans,12,general,False
licking_ice_cream,5,general,False
licking_lips,22694,general,False
licking_nipple,3936,general,False
licking_penis,10210,general,False
lierre,114,character,False
lifebuoy,4177,general,False
lifebuoy_ornament,400,general,False
lifeguard,465,general,False
lifeweaver_(overwatch),12,general,False
lifted_by_another,3622,general,False
lifted_by_self,56801,general,False
lifted_clothing,11,general,False
lifting,603,deprecated,False
lifting_person,3953,general,False
light,13491,general,False
light_areolae,1065,general,False
light_blue_background,1107,general,False
light_blue_dress,150,general,False
light_blue_hair,15207,general,False
light_blue_jacket,51,general,False
light_blush,33054,general,False
light_brown_background,363,general,False
light_brown_hair,67214,general,False
light_censor,1376,general,False
light_dragon_(zelda),57,character,False
light_frown,6738,general,False
light_green_hair,2687,general,False
light_particles,31769,general,False
light_purple_hair,34184,general,False
light_rays,19473,general,False
light_smile,49458,general,False
light_trail,2278,general,False
light_valkyrie_(p&d),203,character,False
lighter,1311,general,False
lighting_cigarette,211,general,False
lightning,5850,general,False
lightning_ahoge,82,general,False
lightning_bolt,2788,general,False
lightning_bolt_hair_ornament,411,general,False
lightning_bolt_print,669,general,False
lightning_bolt_symbol,3873,general,False
lightning_scar,6,general,False
lights,2928,general,False
like_and_retweet,387,general,False
liko_(pokemon),337,character,False
lila_decyrus,317,character,False
lilac_alien,14,artist,False
lili_(tekken),28,character,False
lilimon,1086,character,False
lilio,3,general,False
lilith-soft,15539,copyright,False
lilith_(diablo),11,character,False
lilith_(evangelion),111,character,False
lilith_aensland,3182,character,False
lilithmon,817,character,False
liliya_(kaetzchen),112,character,False
lillie_(nihilego),32,character,False
lillie_(pokemon),8720,character,False
lillly,422,artist,True
lily030988,6,general,False
